filename,image_path,ground_truth_mm,predicted_mm,predicted_px,abs_error_mm,signed_error_mm,point_8_x,point_8_y,point_8_conf,point_13_x,point_13_y,point_13_conf
TE15_TAM16_25C_to_18C_wing_F3_251117_001,data/raw/images/TE15_TAM16_25C_to_18C_wing_F3_251117_001.TIF,1.418,1.1821807093389545,955.2020131458753,0.23581929066104546,-0.23581929066104546,948.92431640625,585.15771484375,0.9287881255149841,107.81900024414062,132.44065856933594,0.92963707447052
TE15_TAM16_25C_to_18C_wing_F1_251117_001,data/raw/images/TE15_TAM16_25C_to_18C_wing_F1_251117_001.TIF,1.413,1.1782001828417996,951.9857477361741,0.23479981715820042,-0.23479981715820042,745.4966430664062,841.7948608398438,0.982866108417511,97.6621322631836,144.23675537109375,0.868188202381134
TE15_TAM16_25C_to_18C_wing_F16_251117_001,data/raw/images/TE15_TAM16_25C_to_18C_wing_F16_251117_001.TIF,1.412,1.1791129216457708,952.7232406897828,0.23288707835422917,-0.23288707835422917,780.6621704101562,759.5093994140625,0.962448000907898,0.0,213.38839721679688,0.807684600353241
TE15_TAM16_18C_wing_F15_251117_001,data/raw/images/TE15_TAM16_18C_wing_F15_251117_001.TIF,1.403,1.1751403709358232,949.5134197161452,0.22785962906417678,-0.22785962906417678,669.4318237304688,866.1756591796875,0.9427569508552551,0.0,192.79852294921875,0.6206973791122437
TE15_TAM16_25C_to_18C_wing_F15_251117_001,data/raw/images/TE15_TAM16_25C_to_18C_wing_F15_251117_001.TIF,1.416,1.19806798048212,968.0389282295529,0.21793201951788,-0.21793201951788,573.5137939453125,681.8516845703125,0.9818913340568542,1266.41748046875,5.845880031585693,0.9812670946121216
TE15_TAM16_25C_wing_F5_251117_001,data/raw/images/TE15_TAM16_25C_wing_F5_251117_001.TIF,1.256,1.0383018935059236,838.9479299527864,0.2176981064940764,-0.2176981064940764,563.7506103515625,534.623046875,0.9903770089149475,1271.8013916015625,84.62557983398438,0.9925486445426941
TE15_TAM16_25C_to_18C_wing_F2_251117_001,data/raw/images/TE15_TAM16_25C_to_18C_wing_F2_251117_001.TIF,1.416,1.205553260630848,974.0870345897251,0.21044673936915204,-0.21044673936915204,476.9247131347656,705.8374633789062,0.9632446765899658,1193.0753173828125,45.55429458618164,0.9932251572608948
TE15_TAM16_18C_wing_F5_251117_001,data/raw/images/TE15_TAM16_18C_wing_F5_251117_001.TIF,1.429,1.2239052002700255,988.9154018181806,0.20509479972997458,-0.20509479972997458,447.2524108886719,659.6077270507812,0.9441788792610168,1293.3521728515625,147.6811065673828,0.9663680195808411
TE15_TAM16_25C_wing_F15_251117_001,data/raw/images/TE15_TAM16_25C_wing_F15_251117_001.TIF,1.254,1.0524637031188155,850.3906721200029,0.20153629688118446,-0.20153629688118446,625.4944458007812,656.032470703125,0.989021360874176,1207.9073486328125,36.38780975341797,0.9813173413276672
TE15_TAM16_25C_wing_F6_251117_001,data/raw/images/TE15_TAM16_25C_wing_F6_251117_001.TIF,1.261,1.0599326221461043,856.4255586940523,0.2010673778538956,-0.2010673778538956,553.8888549804688,264.2947998046875,0.9790446162223816,1314.572265625,657.7734985351562,0.9467145800590515
TE15_TAM16_25C_to_18C_wing_F14_251117_001,data/raw/images/TE15_TAM16_25C_to_18C_wing_F14_251117_001.TIF,1.434,1.246766031710374,1007.3869536219821,0.18723396828962602,-0.18723396828962602,851.1491088867188,656.2152099609375,0.9202911257743835,0.0,117.35189819335938,0.9471284747123718
TE15_TAM16_25C_wing_F9_251117_001,data/raw/images/TE15_TAM16_25C_wing_F9_251117_001.TIF,1.25,1.0670562281096123,862.1814323125668,0.18294377189038769,-0.18294377189038769,861.6844482421875,338.0157775878906,0.9807315468788147,155.5053253173828,832.6549072265625,0.7254433631896973
TE15_TAM16_18C_wing_F8_251117_001,data/raw/images/TE15_TAM16_18C_wing_F8_251117_001.TIF,1.418,1.2543616298900102,1013.5241969511283,0.16363837010998972,-0.16363837010998972,404.55859375,556.7802124023438,0.973345160484314,1325.4847412109375,133.54702758789062,0.9880427122116089
TE15_TAM16_25C_to_18C_wing_F4_251117_001,data/raw/images/TE15_TAM16_25C_to_18C_wing_F4_251117_001.TIF,1.41,1.247438395341695,1007.9302234360896,0.16256160465830494,-0.16256160465830494,514.4481201171875,732.1561279296875,0.976572573184967,1254.7357177734375,48.12571334838867,0.990151584148407
TE15_TAM16_25C_wing_F4_251117_001,data/raw/images/TE15_TAM16_25C_wing_F4_251117_001.TIF,1.278,1.1349939723697968,917.0751296747958,0.1430060276302032,-0.1430060276302032,857.191650390625,316.5101318359375,0.9578205943107605,64.44847106933594,777.57958984375,0.8584276437759399
TE15_TAM16_18C_wing_F14_251117_001,data/raw/images/TE15_TAM16_18C_wing_F14_251117_001.TIF,1.408,1.2871347487009341,1040.0048769503549,0.12086525129906578,-0.12086525129906578,389.90863037109375,577.9560546875,0.9614890217781067,1322.17041015625,116.98087310791016,0.9926037192344666
TE15_TAM16_25C_to_18C_wing_F11_251117_002,data/raw/images/TE15_TAM16_25C_to_18C_wing_F11_251117_002.TIF,1.413,1.292952682545566,1044.7057674968173,0.12004731745443409,-0.12004731745443409,901.0668334960938,781.1055297851562,0.9511830806732178,106.14761352539062,103.2312240600586,0.9270496368408203
TE15_TAM16_18C_wing_F6_251117_001,data/raw/images/TE15_TAM16_18C_wing_F6_251117_001.TIF,1.433,1.334118929474517,1077.9680950154097,0.098881070525483,-0.098881070525483,942.4998779296875,726.7047119140625,0.8261684775352478,0.0,203.532470703125,0.9061967730522156
TE15_TAM16_25C_wing_F10_251117_001,data/raw/images/TE15_TAM16_25C_wing_F10_251117_001.TIF,1.257,1.1804639716789205,953.8148891165678,0.07653602832107942,-0.07653602832107942,619.52587890625,776.2756958007812,0.9932049512863159,1198.385498046875,18.196290969848633,0.9865100979804993
TE15_TAM16_25C_to_18C_wing_F12_251117_002,data/raw/images/TE15_TAM16_25C_to_18C_wing_F12_251117_002.TIF,1.432,1.3749724255768998,1110.977719866135,0.057027574423100136,-0.057027574423100136,325.4202575683594,355.6371154785156,0.9883310198783875,1291.4515380859375,904.3219604492188,0.9609498381614685
TE15_TAM16_25C_wing_F12_251117_001,data/raw/images/TE15_TAM16_25C_wing_F12_251117_001.TIF,1.246,1.1954491456461431,965.9229096820836,0.05055085435385687,-0.05055085435385687,415.39581298828125,648.0657958984375,0.9266720414161682,1360.0,446.2490539550781,0.9853804707527161
TE15_TAM16_25C_to_18C_wing_F13_251117_001,data/raw/images/TE15_TAM16_25C_to_18C_wing_F13_251117_001.TIF,1.413,1.3692928046390855,1106.3885861483811,0.0437071953609145,-0.0437071953609145,438.74609375,154.51202392578125,0.9702562093734741,1341.23046875,794.5258178710938,0.9521288275718689
TE15_TAM16_18C_wing_F10_251117_001,data/raw/images/TE15_TAM16_18C_wing_F10_251117_001.TIF,1.421,1.4584844023758101,1178.4553971196547,0.03748440237581008,0.03748440237581008,1134.736083984375,476.78594970703125,0.9276534914970398,0.0,794.7971801757812,0.8667250275611877
TE15_TAM16_18C_wing_F16_251117_001,data/raw/images/TE15_TAM16_18C_wing_F16_251117_001.TIF,1.43,1.4620549498211117,1181.3403994554583,0.03205494982111179,0.03205494982111179,1095.9927978515625,446.9547424316406,0.937644362449646,0.0,887.8231201171875,0.9071676135063171
TE15_TAM16_18C_wing_F13_251117_001,data/raw/images/TE15_TAM16_18C_wing_F13_251117_001.TIF,1.421,1.4507186127625111,1172.180639112109,0.029718612762511087,0.029718612762511087,1083.3890380859375,423.50653076171875,0.8975284695625305,0.0,871.0281982421875,0.9246661067008972
TE15_TAM16_25C_wing_F7_251117_001,data/raw/images/TE15_TAM16_25C_wing_F7_251117_001.TIF,1.252,1.2305667914998926,994.2979675319132,0.021433208500107437,-0.021433208500107437,988.2154541015625,618.9383544921875,0.8834845423698425,0.0,728.7503051757812,0.9373428225517273
TE15_TAM16_18C_wing_F4_251117_001,data/raw/images/TE15_TAM16_18C_wing_F4_251117_001.TIF,1.428,1.4073659083553998,1137.151653951163,0.020634091644600172,-0.020634091644600172,1152.285400390625,405.23443603515625,0.9497425556182861,23.66375160217285,266.212646484375,0.8486867547035217
TE15_TAM16_18C_wing_F11_251117_001,data/raw/images/TE15_TAM16_18C_wing_F11_251117_001.TIF,1.422,1.4355838134667391,1159.9517212811252,0.013583813466739203,0.013583813466739203,1068.533203125,376.6591796875,0.9422928094863892,0.0,828.0180053710938,0.909088134765625
TE15_TAM16_18C_wing_F7_251117_001,data/raw/images/TE15_TAM16_18C_wing_F7_251117_001.TIF,1.411,1.4239431211886329,1150.5460419204153,0.012943121188632833,0.012943121188632833,412.3136291503906,206.45465087890625,0.9692358374595642,1360.0,858.8707275390625,0.9681403636932373
