filename,image_path,ground_truth_mm,predicted_mm,predicted_px,abs_error_mm,signed_error_mm,point_8_x,point_8_y,point_8_conf,point_13_x,point_13_y,point_13_conf
TE15_TAM16_18C_wing_F3_251117_001,data/raw/images/TE15_TAM16_18C_wing_F3_251117_001.TIF,1.411,1.1245288606931279,908.6193194400473,0.2864711393068722,-0.2864711393068722,352.421630859375,603.924072265625,0.9953860640525818,1260.9027099609375,588.0748901367188,0.7714511156082153
TE15_TAM16_18C_wing_F8_251117_001,data/raw/images/TE15_TAM16_18C_wing_F8_251117_001.TIF,1.418,1.167718751598506,943.5167512915928,0.250281248401494,-0.250281248401494,475.3002014160156,548.1832885742188,0.9815289974212646,1310.5185546875,109.2822036743164,0.9415451288223267
TE15_TAM16_25C_wing_F6_251117_001,data/raw/images/TE15_TAM16_25C_wing_F6_251117_001.TIF,1.261,1.0132019750900494,818.66719587276,0.2477980249099505,-0.2477980249099505,584.9972534179688,311.80401611328125,0.9714739918708801,1339.990234375,628.350341796875,0.8078310489654541
TE15_TAM16_18C_wing_F2_251117_001,data/raw/images/TE15_TAM16_18C_wing_F2_251117_001.TIF,1.425,1.18421157342438,956.8429513268992,0.24078842657561994,-0.24078842657561994,621.7327880859375,782.2725219726562,0.9642110466957092,1218.9185791015625,34.66462707519531,0.8056013584136963
TE15_TAM16_18C_wing_F7_251117_001,data/raw/images/TE15_TAM16_18C_wing_F7_251117_001.TIF,1.411,1.172087646411895,947.0468183008112,0.23891235358810503,-0.23891235358810503,457.7421569824219,376.2884826660156,0.9412419199943542,1275.422607421875,854.0921630859375,0.9390236139297485
TE15_TAM16_25C_wing_F16_251117_001,data/raw/images/TE15_TAM16_25C_wing_F16_251117_001.TIF,1.272,1.0620766150250323,858.1579049402261,0.20992338497496776,-0.20992338497496776,575.2146606445312,572.6348266601562,0.986770749092102,1308.7154541015625,127.20068359375,0.9687869548797607
TE15_TAM16_18C_wing_F6_251117_001,data/raw/images/TE15_TAM16_18C_wing_F6_251117_001.TIF,1.433,1.239320079834815,1001.3706245065305,0.1936799201651851,-0.1936799201651851,953.276123046875,687.9342041015625,0.9863924384117126,48.076194763183594,259.7330627441406,0.9159873723983765
TE15_TAM16_25C_wing_F2_251117_001,data/raw/images/TE15_TAM16_25C_wing_F2_251117_001.TIF,1.26,1.0728333823136065,866.8493729093941,0.18716661768639353,-0.18716661768639353,776.8729248046875,684.3075561523438,0.9745859503746033,95.48658752441406,148.45263671875,0.9392037391662598
TE15_TAM16_25C_wing_F9_251117_001,data/raw/images/TE15_TAM16_25C_wing_F9_251117_001.TIF,1.25,1.065261066657727,860.7309418594434,0.1847389333422731,-0.1847389333422731,980.8750610351562,317.3321838378906,0.9688387513160706,218.10606384277344,716.1318969726562,0.5087476372718811
TE15_TAM16_25C_wing_F5_251117_001,data/raw/images/TE15_TAM16_25C_wing_F5_251117_001.TIF,1.256,1.0730772844545715,867.0464458392937,0.1829227155454285,-0.1829227155454285,568.9694213867188,599.7045288085938,0.9849075078964233,1279.8656005859375,103.32144927978516,0.967671275138855
TE15_TAM16_18C_wing_F10_251117_001,data/raw/images/TE15_TAM16_18C_wing_F10_251117_001.TIF,1.421,1.250338019531164,1010.2731197811805,0.17066198046883607,-0.17066198046883607,1075.6195068359375,534.4571533203125,0.990913987159729,96.20726776123047,782.2543334960938,0.6042160391807556
TE15_TAM16_25C_wing_F15_251117_001,data/raw/images/TE15_TAM16_25C_wing_F15_251117_001.TIF,1.254,1.0868314093361986,878.1597787436484,0.1671685906638014,-0.1671685906638014,564.9487915039062,633.4473876953125,0.9938367009162903,1249.94775390625,83.9557876586914,0.9642921686172485
TE15_TAM16_25C_to_18C_wing_F12_251117_002,data/raw/images/TE15_TAM16_25C_to_18C_wing_F12_251117_002.TIF,1.432,1.269742028601468,1025.9515591099862,0.16225797139853193,-0.16225797139853193,343.5055236816406,427.1517639160156,0.9883987307548523,1230.3070068359375,943.0584716796875,0.9293917417526245
TE15_TAM16_25C_wing_F14_251117_001,data/raw/images/TE15_TAM16_25C_wing_F14_251117_001.TIF,1.244,1.0861711011412756,877.6262497221506,0.15782889885872442,-0.15782889885872442,517.8128662109375,616.8370971679688,0.9938976168632507,1249.6422119140625,132.42648315429688,0.9823163151741028
TE15_TAM16_25C_to_18C_wing_F8_251117_001,data/raw/images/TE15_TAM16_25C_to_18C_wing_F8_251117_001.TIF,1.404,1.2529812673671306,1012.4088640326415,0.15101873263286936,-0.15101873263286936,947.981201171875,595.9291381835938,0.9876171946525574,55.651954650878906,117.6821060180664,0.9224030375480652
TE15_TAM16_25C_wing_F3_251117_001,data/raw/images/TE15_TAM16_25C_wing_F3_251117_001.TIF,1.279,1.1391511277632185,920.4341112326805,0.13984887223678144,-0.13984887223678144,864.7572021484375,315.2680358886719,0.9153905510902405,0.0,0.0,0.38277795910835266
TE15_TAM16_25C_wing_F4_251117_001,data/raw/images/TE15_TAM16_25C_wing_F4_251117_001.TIF,1.278,1.1392546169373505,920.5177304853792,0.1387453830626495,-0.1387453830626495,843.331298828125,368.9786071777344,0.9578353762626648,0.0,0.0,0.4639759957790375
TE15_TAM16_18C_wing_F14_251117_001,data/raw/images/TE15_TAM16_18C_wing_F14_251117_001.TIF,1.408,1.2757925371572854,1030.8403700230865,0.13220746284271456,-0.13220746284271456,402.0370178222656,594.1864013671875,0.9814206957817078,1286.2156982421875,64.22420501708984,0.9409181475639343
TE15_TAM16_25C_to_18C_wing_F2_251117_001,data/raw/images/TE15_TAM16_25C_to_18C_wing_F2_251117_001.TIF,1.416,1.2976300526566857,1048.4850825466021,0.11836994734331419,-0.11836994734331419,479.30841064453125,795.5518798828125,0.977235734462738,1201.573486328125,35.51626968383789,0.9803752303123474
TE15_TAM16_18C_wing_F4_251117_001,data/raw/images/TE15_TAM16_18C_wing_F4_251117_001.TIF,1.428,1.3096832551711899,1058.2240701783214,0.11831674482881005,-0.11831674482881005,1108.5802001953125,416.5835266113281,0.9839929938316345,55.595455169677734,311.4107666015625,0.6125316023826599
TE15_TAM16_18C_wing_F15_251117_001,data/raw/images/TE15_TAM16_18C_wing_F15_251117_001.TIF,1.403,1.2893244280895577,1041.7741378963626,0.11367557191044231,-0.11367557191044231,659.9237060546875,900.80224609375,0.9740023612976074,12.578804016113281,84.56825256347656,0.9097263216972351
TE15_TAM16_18C_wing_F13_251117_001,data/raw/images/TE15_TAM16_18C_wing_F13_251117_001.TIF,1.421,1.354432073031818,1094.381115009709,0.06656792696818203,-0.06656792696818203,981.1686401367188,484.74542236328125,0.9878467917442322,0.0,0.0,0.4738253653049469
TE15_TAM16_25C_wing_F10_251117_001,data/raw/images/TE15_TAM16_25C_wing_F10_251117_001.TIF,1.257,1.1979278230981256,967.9256810632854,0.059072176901874274,-0.059072176901874274,539.5313110351562,697.0142211914062,0.9879143834114075,1278.1458740234375,71.45155334472656,0.9808196425437927
TE15_TAM16_18C_wing_F1_251117_001,data/raw/images/TE15_TAM16_18C_wing_F1_251117_001.TIF,1.436,1.377396259697728,1112.9361778357643,0.05860374030227189,-0.05860374030227189,904.038330078125,649.1083374023438,0.9904725551605225,0.0,0.0,0.4317161440849304
TE15_TAM16_25C_to_18C_wing_F15_251117_001,data/raw/images/TE15_TAM16_25C_to_18C_wing_F15_251117_001.TIF,1.416,1.3703545297185027,1107.2464600125502,0.045645470281497236,-0.045645470281497236,495.8826904296875,767.3932495117188,0.9903554916381836,1316.1236572265625,23.61944007873535,0.9314498901367188
TE15_TAM16_18C_wing_F16_251117_001,data/raw/images/TE15_TAM16_18C_wing_F16_251117_001.TIF,1.43,1.3851114847580894,1119.1700796845362,0.04488851524191051,-0.04488851524191051,998.8263549804688,504.8639221191406,0.9870404601097107,0.0,0.0,0.405575692653656
TE15_TAM16_25C_wing_F12_251117_001,data/raw/images/TE15_TAM16_25C_wing_F12_251117_001.TIF,1.246,1.205958959402521,974.414839197237,0.04004104059747893,-0.04004104059747893,397.115966796875,575.8964233398438,0.9894256591796875,1360.0,426.4353332519531,0.8603918552398682
TE15_TAM16_18C_wing_F5_251117_001,data/raw/images/TE15_TAM16_18C_wing_F5_251117_001.TIF,1.429,1.46881000911544,1186.7984873652754,0.03981000911543986,0.03981000911543986,352.9097900390625,738.9677124023438,0.990186333656311,1351.7601318359375,98.03975677490234,0.7981461882591248
TE15_TAM16_25C_to_18C_wing_F4_251117_001,data/raw/images/TE15_TAM16_25C_to_18C_wing_F4_251117_001.TIF,1.41,1.3826061517723625,1117.145770632069,0.027393848227637463,-0.027393848227637463,461.7667236328125,815.2111206054688,0.9928722381591797,1288.8609619140625,64.25852966308594,0.936039924621582
